Rule ID,Resource ID,Compliance,Exception Reason,Rule Level,Rule Info
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaSubmitRole/DefaultPolicy/Resource","Suppressed","[Action::s3:DeleteObject*] Batch DescribeJobs/ListJobs require wildcard resources. S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaSubmitRole/DefaultPolicy/Resource","Suppressed","[Action::s3:GetBucket*] Batch DescribeJobs/ListJobs require wildcard resources. S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaSubmitRole/DefaultPolicy/Resource","Suppressed","[Action::s3:GetObject*] Batch DescribeJobs/ListJobs require wildcard resources. S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaSubmitRole/DefaultPolicy/Resource","Suppressed","[Action::s3:List*] Batch DescribeJobs/ListJobs require wildcard resources. S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaSubmitRole/DefaultPolicy/Resource","Suppressed","[Resource::<OutputBucket7114EB27.Arn>/*] Batch DescribeJobs/ListJobs require wildcard resources. S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaSubmitRole/DefaultPolicy/Resource","Suppressed","[Action::kms:GenerateDataKey*] Batch DescribeJobs/ListJobs require wildcard resources. S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaSubmitRole/DefaultPolicy/Resource","Suppressed","[Action::kms:ReEncrypt*] Batch DescribeJobs/ListJobs require wildcard resources. S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM4","AtxInfrastructureStack/LambdaStatusRole/Resource","Suppressed","[Policy::arn:<AWS::Partition>:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole] AWSLambdaBasicExecutionRole is the standard AWS-managed policy for Lambda CloudWatch Logs access.","Error","The IAM user, role, or group uses AWS managed policies."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaStatusRole/Resource","Compliant","N/A","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaStatusRole/DefaultPolicy/Resource","Suppressed","[Resource::*] Batch DescribeJobs/ListJobs require wildcard resources. S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaStatusRole/DefaultPolicy/Resource","Suppressed","[Action::s3:GetBucket*] Batch DescribeJobs/ListJobs require wildcard resources. S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaStatusRole/DefaultPolicy/Resource","Suppressed","[Action::s3:GetObject*] Batch DescribeJobs/ListJobs require wildcard resources. S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaStatusRole/DefaultPolicy/Resource","Suppressed","[Action::s3:List*] Batch DescribeJobs/ListJobs require wildcard resources. S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaStatusRole/DefaultPolicy/Resource","Suppressed","[Resource::<OutputBucket7114EB27.Arn>/*] Batch DescribeJobs/ListJobs require wildcard resources. S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM4","AtxInfrastructureStack/LambdaTerminateRole/Resource","Suppressed","[Policy::arn:<AWS::Partition>:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole] AWSLambdaBasicExecutionRole is the standard AWS-managed policy for Lambda CloudWatch Logs access.","Error","The IAM user, role, or group uses AWS managed policies."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaTerminateRole/Resource","Compliant","N/A","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaTerminateRole/DefaultPolicy/Resource","Suppressed","[Resource::*] Batch DescribeJobs/ListJobs require wildcard resources. S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaTerminateRole/DefaultPolicy/Resource","Suppressed","[Action::s3:GetBucket*] Batch DescribeJobs/ListJobs require wildcard resources. S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaTerminateRole/DefaultPolicy/Resource","Suppressed","[Action::s3:GetObject*] Batch DescribeJobs/ListJobs require wildcard resources. S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaTerminateRole/DefaultPolicy/Resource","Suppressed","[Action::s3:List*] Batch DescribeJobs/ListJobs require wildcard resources. S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaTerminateRole/DefaultPolicy/Resource","Suppressed","[Resource::<OutputBucket7114EB27.Arn>/*] Batch DescribeJobs/ListJobs require wildcard resources. S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM4","AtxInfrastructureStack/LambdaConfigureRole/Resource","Suppressed","[Policy::arn:<AWS::Partition>:iam::aws:policy/service-role/AWSLambdaBasicExecutionRole] AWSLambdaBasicExecutionRole is the standard AWS-managed policy for Lambda CloudWatch Logs access.","Error","The IAM user, role, or group uses AWS managed policies."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaConfigureRole/Resource","Compliant","N/A","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaConfigureRole/DefaultPolicy/Resource","Suppressed","[Action::s3:Abort*] S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaConfigureRole/DefaultPolicy/Resource","Suppressed","[Action::s3:DeleteObject*] S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaConfigureRole/DefaultPolicy/Resource","Suppressed","[Resource::<SourceBucketDDD2130A.Arn>/*] S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaConfigureRole/DefaultPolicy/Resource","Suppressed","[Action::kms:GenerateDataKey*] S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-IAM5","AtxInfrastructureStack/LambdaConfigureRole/DefaultPolicy/Resource","Suppressed","[Action::kms:ReEncrypt*] S3 and KMS wildcards are standard CDK grant patterns scoped to specific buckets/keys.","Error","The IAM entity contains wildcard permissions and does not have a cdk-nag rule suppression with evidence for those permission."
"AwsSolutions-L1","AtxInfrastructureStack/TriggerJobFunction/Resource","Compliant","N/A","Error","The non-container Lambda function is not configured to use the latest runtime version."
"AwsSolutions-L1","AtxInfrastructureStack/GetJobStatusFunction/Resource","Compliant","N/A","Error","The non-container Lambda function is not configured to use the latest runtime version."
"AwsSolutions-L1","AtxInfrastructureStack/TerminateJobFunction/Resource","Compliant","N/A","Error","The non-container Lambda function is not configured to use the latest runtime version."
"AwsSolutions-L1","AtxInfrastructureStack/ListJobsFunction/Resource","Compliant","N/A","Error","The non-container Lambda function is not configured to use the latest runtime version."
"AwsSolutions-L1","AtxInfrastructureStack/TriggerBatchJobsFunction/Resource","Compliant","N/A","Error","The non-container Lambda function is not configured to use the latest runtime version."
"AwsSolutions-L1","AtxInfrastructureStack/GetBatchStatusFunction/Resource","Compliant","N/A","Error","The non-container Lambda function is not configured to use the latest runtime version."
"AwsSolutions-L1","AtxInfrastructureStack/TerminateBatchJobsFunction/Resource","Compliant","N/A","Error","The non-container Lambda function is not configured to use the latest runtime version."
"AwsSolutions-L1","AtxInfrastructureStack/ListBatchesFunction/Resource","Compliant","N/A","Error","The non-container Lambda function is not configured to use the latest runtime version."
"AwsSolutions-L1","AtxInfrastructureStack/ConfigureMcpFunction/Resource","Compliant","N/A","Error","The non-container Lambda function is not configured to use the latest runtime version."
